year,month,day,heigh,rainy,date,week,heigh_9403,rainy_9403,heigh_9404,rainy_9404,heigh_9405,rainy_9405,heigh_9406,rainy_9406,heigh_9408,rainy_9408,heigh_9410,rainy_9410,heigh_9413,rainy_9413,heigh_9416,rainy_9416,heigh_9417,rainy_9417,heigh_9419,rainy_9419,heigh_9420,rainy_9420,heigh_9422,rainy_9422,heigh_9518,rainy_9518
2009,3,21,567.0,],2009-03-21,12.0,76.0,I,109.0,I,205.0,I,134.0,_I,202.0,I,286.0,_I,227.0,_I,104.0,I,80.0,I,387.0,I,1.0,236,264.0,^I,154.0,I
2009,4,21,576.0,],2009-04-21,17.0,203.0,(,124.0,I,220.0,I,152.0,I,200.0,I,292.0,I,230.0,I,118.0,(Z,88.0,I,395.0,I,1.0,250,260.0,_I,164.0,I
2009,5,21,2681.0,N<,2009-05-21,21.0,197.0,unknown,317.0,unknown,585.0,unknown,682.0,unknown,913.0,^,1042.0,N,1460.0,ХN,301.0,unknown,225.0,unknown,405.0,Z,392.0,^,264.0,Z,445.0,unknown
2009,6,21,1670.0,unknown,2009-06-21,25.0,98.0,^,153.0,unknown,248.0,unknown,215.0,unknown,475.0,unknown,906.0,unknown,1225.0,unknown,92.0,unknown,121.0,unknown,635.0,unknown,342.0,unknown,319.0,unknown,229.0,unknown
2009,7,21,649.0,_,2009-07-21,30.0,68.0,_Т,100.0,unknown,223.0,unknown,130.0,_,377.0,unknown,402.0,unknown,248.0,unknown,83.0,unknown,67.0,unknown,359.0,unknown,268.0,unknown,232.0,unknown,127.0,unknown
2009,8,21,592.0,unknown,2009-08-21,34.0,79.0,А,159.0,unknown,212.0,unknown,131.0,unknown,330.0,unknown,399.0,unknown,245.0,unknown,92.0,unknown,56.0,_,307.0,unknown,243.0,unknown,223.0,unknown,118.0,unknown
2009,9,21,679.0,unknown,2009-09-21,39.0,62.0,_А,157.0,unknown,221.0,unknown,132.0,unknown,276.0,unknown,398.0,unknown,273.0,unknown,92.0,unknown,65.0,unknown,429.0,unknown,235.0,unknown,262.0,unknown,125.0,unknown
2009,10,21,650.0,unknown,2009-10-21,43.0,62.0,Ш),110.0,Ш),169.0,_Z,123.0,Ш),281.0,Ш,343.0,)Ш,250.0,Z,83.0,Z,65.0,Ш),326.0,)Ш,221.0,Z,256.0,Ш,101.0,Z
2009,11,21,807.0,],2009-11-21,47.0,62.0,"""I",104.0,^I,187.0,I,132.0,I,274.0,I,281.0,I,245.0,I,86.0,^I,65.0,_I,444.0,I,213.0,_I,325.0,Ш,123.0,I
2009,12,21,630.0,],2009-12-21,52.0,60.0,_HI,108.0,^I,187.0,I,124.0,I,222.0,I,272.0,^I,242.0,_I,86.0,"""I",71.0,I,388.0,I,213.0,прм,290.0,I,128.0,"""I"
2009,1,22,626.0,],2009-01-22,4.0,73.0,"""I",107.0,^I,207.0,I,150.0,I,224.0,I,294.0,I,229.0,I,98.0,I,74.0,I,403.0,I,236.0,прм,289.0,I,140.0,^I
2009,2,22,587.0,],2009-02-22,8.0,73.0,"""I",107.0,"""I",200.0,_I,140.0,I,213.0,I,287.0,_I,227.0,_I,100.0,^I,77.0,I,394.0,I,1.0,236,249.0,_I,143.0,I
2009,3,22,567.0,],2009-03-22,12.0,76.0,I,109.0,I,205.0,I,134.0,_I,201.0,I,286.0,_I,227.0,_I,104.0,I,80.0,I,387.0,I,1.0,236,264.0,^I,154.0,I
2009,4,22,578.0,],2009-04-22,17.0,221.0,(,129.0,I,224.0,(,154.0,I,202.0,I,290.0,I,230.0,I,136.0,(Z,90.0,I,395.0,I,1.0,252,260.0,_I,173.0,(
2009,5,22,2693.0,^N<,2009-05-22,21.0,171.0,unknown,311.0,unknown,568.0,unknown,693.0,unknown,891.0,unknown,1019.0,N,1445.0,ХN,310.0,unknown,223.0,unknown,411.0,Z(,392.0,^,265.0,Z,438.0,unknown
2009,6,22,1590.0,unknown,2009-06-22,26.0,97.0,^,150.0,unknown,256.0,unknown,212.0,unknown,463.0,unknown,834.0,unknown,1145.0,unknown,91.0,_,121.0,unknown,618.0,unknown,342.0,unknown,312.0,unknown,236.0,unknown
2009,7,22,654.0,unknown,2009-07-22,30.0,68.0,_Т,98.0,unknown,222.0,unknown,132.0,unknown,370.0,unknown,430.0,unknown,245.0,_,94.0,unknown,69.0,unknown,335.0,unknown,268.0,unknown,231.0,unknown,125.0,unknown
2009,8,22,593.0,unknown,2009-08-22,34.0,80.0,А,161.0,unknown,211.0,_,129.0,unknown,326.0,unknown,391.0,unknown,242.0,unknown,93.0,unknown,56.0,_,306.0,unknown,242.0,unknown,223.0,unknown,118.0,unknown
2009,9,22,684.0,^,2009-09-22,39.0,62.0,_А,157.0,unknown,221.0,unknown,130.0,unknown,276.0,unknown,398.0,unknown,268.0,unknown,92.0,unknown,64.0,unknown,425.0,unknown,235.0,unknown,259.0,unknown,124.0,unknown
2009,10,22,639.0,Ш,2009-10-22,43.0,64.0,Ш),106.0,Ш),185.0,Z,122.0,_Ш),286.0,Ш,337.0,)Ш,250.0,Z,83.0,Z,68.0,Ш),319.0,)*,221.0,Z,256.0,Ш,104.0,Z
2009,11,22,801.0,],2009-11-22,47.0,62.0,"""I",104.0,^I,186.0,I,132.0,I,273.0,I,279.0,I,245.0,I,86.0,^I,65.0,_I,444.0,I,213.0,_I,335.0,^Z,125.0,I
2009,12,22,628.0,],2009-12-22,52.0,60.0,_HI,108.0,^I,187.0,I,124.0,I,221.0,I,272.0,^I,242.0,_I,86.0,"""I",71.0,I,388.0,I,213.0,прм,290.0,I,128.0,"""I"
2009,1,23,625.0,],2009-01-23,4.0,73.0,"""I",107.0,^I,208.0,I,149.0,I,224.0,I,294.0,I,228.0,_I,98.0,I,74.0,I,403.0,I,236.0,прм,288.0,I,140.0,^I
2009,2,23,586.0,],2009-02-23,9.0,73.0,"""I",107.0,"""I",200.0,_I,139.0,I,213.0,I,287.0,_I,227.0,_I,100.0,^I,77.0,I,394.0,I,1.0,236,249.0,_I,143.0,I
2009,3,23,566.0,],2009-03-23,13.0,75.0,I,110.0,I,205.0,I,134.0,_I,201.0,I,286.0,_I,227.0,_I,104.0,I,80.0,I,387.0,_I,1.0,236,264.0,^I,156.0,I
2009,4,23,579.0,],2009-04-23,17.0,186.0,(,145.0,(,231.0,(,156.0,I,206.0,I,290.0,I,231.0,I,153.0,(Z,93.0,(I,396.0,I,1.0,252,260.0,_I,183.0,(
2009,5,23,2347.0,ЛN,2009-05-23,21.0,154.0,unknown,305.0,unknown,546.0,unknown,710.0,unknown,862.0,unknown,1004.0,N,1413.0,ХN,313.0,unknown,224.0,unknown,416.0,Z(,392.0,^,267.0,Z,418.0,unknown
2009,6,23,1484.0,unknown,2009-06-23,26.0,96.0,unknown,145.0,unknown,263.0,unknown,209.0,_,444.0,unknown,795.0,unknown,1055.0,unknown,94.0,unknown,122.0,unknown,606.0,unknown,342.0,unknown,312.0,unknown,239.0,unknown
2009,7,23,650.0,unknown,2009-07-23,30.0,68.0,_Т,92.0,unknown,223.0,unknown,134.0,unknown,361.0,unknown,442.0,unknown,273.0,unknown,102.0,unknown,71.0,unknown,331.0,unknown,265.0,unknown,231.0,unknown,124.0,unknown
2009,8,23,595.0,unknown,2009-08-23,34.0,80.0,А,161.0,unknown,210.0,_,128.0,unknown,329.0,unknown,384.0,unknown,239.0,unknown,93.0,unknown,58.0,unknown,307.0,unknown,242.0,unknown,223.0,unknown,118.0,unknown
2009,9,23,682.0,unknown,2009-09-23,39.0,62.0,_А,157.0,unknown,221.0,unknown,130.0,unknown,275.0,unknown,401.0,unknown,265.0,unknown,92.0,unknown,63.0,unknown,413.0,unknown,234.0,unknown,257.0,unknown,124.0,unknown
2009,10,23,631.0,Ш,2009-10-23,43.0,64.0,Ш),104.0,Ш),199.0,Z,143.0,Ш),293.0,)Ш,331.0,)Ш,249.0,Z,83.0,I,70.0,Z,320.0,)*,220.0,Z,256.0,Ш,110.0,Z
2009,11,23,797.0,],2009-11-23,48.0,62.0,"""I",104.0,^I,186.0,I,131.0,I,272.0,I,277.0,I,245.0,I,86.0,^I,65.0,_I,457.0,I,213.0,_I,335.0,^Z,126.0,I
2009,12,23,627.0,],2009-12-23,52.0,60.0,_HI,108.0,^I,188.0,I,124.0,I,220.0,I,271.0,I,242.0,_I,86.0,"""I",71.0,I,388.0,I,213.0,прм,290.0,I,128.0,"""I"
2009,1,24,622.0,],2009-01-24,4.0,73.0,"""I",107.0,^I,208.0,I,149.0,I,224.0,I,294.0,I,228.0,_I,98.0,I,74.0,I,402.0,_I,236.0,прм,287.0,I,140.0,^I
2009,2,24,585.0,],2009-02-24,9.0,73.0,"""I",107.0,"""I",200.0,_I,139.0,I,212.0,I,287.0,_I,227.0,_I,100.0,^I,78.0,^I,394.0,I,1.0,236,249.0,_I,143.0,I
2009,3,24,565.0,],2009-03-24,13.0,78.0,^I,110.0,I,205.0,I,134.0,_I,201.0,I,286.0,_I,227.0,_I,104.0,I,80.0,I,387.0,_I,1.0,236,264.0,^I,156.0,I
2009,4,24,581.0,],2009-04-24,17.0,158.0,(,164.0,(,251.0,(,158.0,I,209.0,I,290.0,I,232.0,I,195.0,(Z,102.0,(Z,398.0,I,1.0,255,262.0,_I,219.0,(
2009,5,24,1930.0,ХN,2009-05-24,21.0,139.0,unknown,301.0,unknown,527.0,unknown,726.0,unknown,812.0,unknown,1031.0,N,1415.0,ХN,304.0,unknown,223.0,unknown,428.0,Z(,392.0,^,273.0,Z,413.0,unknown
2009,6,24,1378.0,unknown,2009-06-24,26.0,96.0,unknown,144.0,unknown,272.0,unknown,209.0,_,429.0,unknown,759.0,unknown,945.0,unknown,109.0,unknown,123.0,unknown,595.0,unknown,340.0,unknown,312.0,unknown,243.0,unknown
2009,7,24,646.0,unknown,2009-07-24,30.0,68.0,_Т,88.0,_,225.0,unknown,135.0,unknown,348.0,unknown,422.0,unknown,300.0,unknown,108.0,unknown,73.0,unknown,326.0,unknown,264.0,unknown,231.0,unknown,124.0,unknown
2009,8,24,596.0,unknown,2009-08-24,35.0,80.0,А,161.0,^,212.0,unknown,126.0,unknown,329.0,unknown,365.0,unknown,233.0,unknown,94.0,unknown,63.0,unknown,308.0,unknown,241.0,unknown,223.0,unknown,142.0,unknown
2009,9,24,675.0,unknown,2009-09-24,39.0,62.0,_А,158.0,unknown,207.0,unknown,129.0,unknown,275.0,unknown,402.0,unknown,265.0,unknown,92.0,unknown,63.0,unknown,406.0,unknown,234.0,unknown,254.0,unknown,124.0,unknown
2009,10,24,607.0,Ш,2009-10-24,43.0,64.0,Ш),102.0,Ш),216.0,^Z,139.0,I,296.0,)Ш,330.0,)Ш,249.0,Z,83.0,I,71.0,Z,314.0,_)*,219.0,Z,256.0,Ш,114.0,Z
2009,11,24,791.0,],2009-11-24,48.0,62.0,"""I",104.0,^I,185.0,I,130.0,I,271.0,I,276.0,I,245.0,I,86.0,^I,65.0,_I,454.0,I,213.0,_I,335.0,^Z,127.0,I
2009,12,24,626.0,],2009-12-24,52.0,60.0,_HI,108.0,^I,188.0,I,124.0,I,220.0,I,271.0,I,242.0,_I,86.0,"""I",72.0,I,387.0,I,213.0,прм,289.0,I,128.0,"""I"
2009,1,25,620.0,],2009-01-25,4.0,73.0,"""I",107.0,^I,208.0,I,149.0,I,223.0,I,293.0,I,228.0,_I,97.0,_I,74.0,I,402.0,_I,236.0,прм,287.0,I,140.0,^I
2009,2,25,583.0,],2009-02-25,9.0,73.0,"""I",107.0,"""I",200.0,_I,139.0,I,211.0,I,287.0,_I,227.0,_I,99.0,I,78.0,^I,394.0,I,1.0,236,249.0,_I,144.0,I
2009,3,25,565.0,],2009-03-25,13.0,78.0,^I,112.0,I,205.0,I,134.0,_I,201.0,I,286.0,_I,227.0,_I,104.0,I,80.0,I,387.0,_I,1.0,236,264.0,^I,156.0,I
2009,4,25,584.0,],2009-04-25,17.0,307.0,(,198.0,(,308.0,(,162.0,I,211.0,I,294.0,I,235.0,I,259.0,РП,139.0,(Z,402.0,I,1.0,260,266.0,I,270.0,РП
2009,5,25,1649.0,ХN,2009-05-25,22.0,128.0,unknown,293.0,unknown,510.0,unknown,725.0,unknown,725.0,unknown,1011.0,N,1465.0,ХN,285.0,unknown,217.0,unknown,442.0,(,392.0,^,280.0,Z,405.0,unknown
2009,6,25,1288.0,unknown,2009-06-25,26.0,96.0,unknown,142.0,_,282.0,unknown,210.0,_,416.0,unknown,721.0,unknown,760.0,unknown,138.0,unknown,125.0,unknown,584.0,unknown,334.0,unknown,307.0,unknown,256.0,unknown
2009,7,25,647.0,unknown,2009-07-25,30.0,68.0,_Т,88.0,_,227.0,unknown,141.0,unknown,340.0,unknown,406.0,unknown,313.0,unknown,121.0,unknown,73.0,unknown,324.0,unknown,265.0,unknown,231.0,unknown,123.0,unknown
2009,8,25,597.0,unknown,2009-08-25,35.0,80.0,А,159.0,unknown,214.0,unknown,124.0,unknown,324.0,unknown,359.0,unknown,228.0,unknown,96.0,unknown,77.0,unknown,308.0,unknown,241.0,unknown,223.0,unknown,157.0,unknown
2009,9,25,666.0,unknown,2009-09-25,39.0,62.0,_А,159.0,unknown,194.0,unknown,128.0,unknown,275.0,unknown,398.0,unknown,262.0,unknown,92.0,unknown,63.0,unknown,402.0,unknown,234.0,unknown,251.0,unknown,124.0,unknown
2009,10,25,583.0,Ш,2009-10-25,43.0,64.0,^Ш),100.0,Ш),205.0,Z,134.0,I,303.0,)Ш,326.0,)Ш,247.0,I,83.0,I,71.0,Z,314.0,)*,219.0,Z,256.0,Ш,116.0,Z
2009,11,25,788.0,],2009-11-25,48.0,62.0,"""I",104.0,^I,185.0,I,130.0,I,270.0,I,275.0,I,245.0,I,86.0,^I,66.0,I,452.0,I,213.0,_I,335.0,^Z,127.0,I
2009,12,25,625.0,],2009-12-25,52.0,60.0,_HI,108.0,^I,188.0,I,124.0,I,219.0,I,270.0,I,242.0,_I,86.0,"""I",72.0,I,387.0,I,213.0,прм,288.0,I,128.0,"""I"
2009,1,26,618.0,],2009-01-26,5.0,73.0,"""I",107.0,^I,208.0,I,149.0,I,223.0,I,293.0,I,228.0,_I,97.0,_I,74.0,I,402.0,_I,236.0,прм,287.0,I,139.0,I
2009,2,26,582.0,],2009-02-26,9.0,73.0,"""I",107.0,"""I",201.0,I,139.0,I,211.0,I,287.0,_I,227.0,_I,99.0,I,78.0,^I,394.0,I,1.0,236,249.0,_I,144.0,I
2009,3,26,565.0,],2009-03-26,13.0,78.0,^I,112.0,I,205.0,I,134.0,_I,200.0,I,286.0,_I,227.0,_I,105.0,I,80.0,I,387.0,_I,1.0,236,264.0,^I,156.0,I
2009,4,26,585.0,],2009-04-26,17.0,348.0,(,292.0,(,431.0,П(,211.0,(,214.0,I,303.0,I,236.0,I,306.0,РП,183.0,(Z,407.0,I,1.0,269,271.0,I,349.0,РП
2009,5,26,1664.0,ХN,2009-05-26,22.0,128.0,unknown,246.0,unknown,498.0,unknown,719.0,unknown,701.0,unknown,1051.0,N,1518.0,ХN,258.0,unknown,210.0,unknown,443.0,(,390.0,unknown,290.0,Z,388.0,unknown
2009,6,26,1221.0,unknown,2009-06-26,26.0,95.0,unknown,142.0,_,292.0,unknown,216.0,unknown,395.0,unknown,687.0,unknown,635.0,unknown,150.0,unknown,128.0,unknown,575.0,unknown,330.0,unknown,295.0,unknown,266.0,unknown
2009,7,26,658.0,unknown,2009-07-26,30.0,68.0,_Т,88.0,_,228.0,unknown,152.0,unknown,370.0,unknown,398.0,unknown,293.0,unknown,140.0,unknown,79.0,unknown,341.0,unknown,264.0,unknown,231.0,unknown,123.0,_
2009,8,26,596.0,unknown,2009-08-26,35.0,80.0,А,157.0,unknown,224.0,unknown,123.0,unknown,317.0,unknown,353.0,unknown,228.0,unknown,103.0,unknown,83.0,unknown,308.0,unknown,241.0,unknown,223.0,unknown,166.0,unknown
2009,9,26,660.0,unknown,2009-09-26,39.0,62.0,_А,159.0,unknown,195.0,unknown,128.0,unknown,275.0,unknown,393.0,unknown,261.0,unknown,93.0,unknown,63.0,unknown,397.0,unknown,234.0,_,250.0,unknown,124.0,unknown
2009,10,26,569.0,Ш,2009-10-26,44.0,64.0,^Ш),97.0,Ш),202.0,Z,132.0,I,308.0,Z,322.0,)Ш,247.0,I,83.0,I,70.0,Z,315.0,)*,217.0,Z,257.0,Ш,117.0,Z
2009,11,26,786.0,],2009-11-26,48.0,62.0,"""I",104.0,^I,185.0,I,129.0,I,269.0,I,274.0,I,244.0,I,86.0,^I,66.0,I,455.0,I,213.0,_I,335.0,^Z,128.0,^I
2009,12,26,623.0,],2009-12-26,52.0,60.0,_HI,108.0,^I,188.0,I,124.0,I,218.0,I,269.0,I,242.0,_I,86.0,"""I",72.0,I,387.0,I,213.0,прм,287.0,I,128.0,"""I"
2009,1,27,616.0,],2009-01-27,5.0,73.0,"""I",107.0,^I,208.0,I,149.0,I,223.0,I,293.0,I,228.0,_I,97.0,_I,74.0,I,402.0,_I,236.0,прм,285.0,I,139.0,I
2009,2,27,582.0,],2009-02-27,9.0,73.0,"""I",107.0,"""I",201.0,I,139.0,_I,211.0,I,287.0,_I,227.0,_I,99.0,I,78.0,^I,393.0,_I,1.0,236,249.0,_I,146.0,^I
2009,3,27,564.0,],2009-03-27,13.0,78.0,^I,112.0,I,205.0,I,134.0,_I,200.0,I,286.0,_I,227.0,_I,106.0,I,80.0,I,387.0,_I,1.0,236,264.0,^I,157.0,I
2009,4,27,588.0,],2009-04-27,18.0,391.0,РП,413.0,РП,545.0,РП,342.0,(,224.0,I,316.0,I,238.0,I,408.0,РП,280.0,ЛР,411.0,I,1.0,285,276.0,I,471.0,<Л
2009,5,27,1706.0,N,2009-05-27,22.0,121.0,unknown,245.0,unknown,490.0,unknown,696.0,unknown,708.0,unknown,1105.0,unknown,1550.0,ХN,221.0,_,209.0,unknown,490.0,П(,390.0,unknown,305.0,Z,371.0,unknown
2009,6,27,1146.0,unknown,2009-06-27,26.0,90.0,unknown,143.0,unknown,300.0,unknown,225.0,unknown,383.0,unknown,654.0,unknown,530.0,unknown,152.0,unknown,129.0,unknown,567.0,unknown,328.0,unknown,291.0,unknown,264.0,unknown
2009,7,27,666.0,unknown,2009-07-27,31.0,68.0,_Т,88.0,_,233.0,unknown,154.0,unknown,344.0,unknown,399.0,unknown,270.0,unknown,234.0,unknown,110.0,unknown,328.0,unknown,262.0,unknown,231.0,unknown,130.0,unknown
2009,8,27,589.0,unknown,2009-08-27,35.0,76.0,А,156.0,unknown,236.0,unknown,122.0,unknown,309.0,unknown,347.0,unknown,226.0,unknown,106.0,unknown,84.0,unknown,308.0,unknown,240.0,unknown,222.0,unknown,177.0,unknown
2009,9,27,658.0,unknown,2009-09-27,39.0,62.0,_А,160.0,unknown,194.0,unknown,128.0,unknown,275.0,unknown,386.0,unknown,259.0,unknown,93.0,unknown,63.0,unknown,395.0,unknown,233.0,_,251.0,unknown,123.0,unknown
2009,10,27,564.0,_Ш,2009-10-27,44.0,63.0,I,95.0,_Ш),201.0,Z,133.0,I,300.0,Z,318.0,]Z,247.0,I,83.0,I,69.0,Z,322.0,)*,217.0,Z,258.0,Ш,118.0,Z
2009,11,27,784.0,],2009-11-27,48.0,62.0,"""I",104.0,^I,184.0,I,128.0,I,268.0,I,272.0,I,244.0,I,86.0,^I,66.0,I,432.0,I,213.0,_I,335.0,^Z,128.0,^I
2009,12,27,620.0,],2009-12-27,52.0,60.0,_HI,108.0,^I,188.0,I,124.0,I,217.0,I,269.0,I,242.0,_I,86.0,"""I",72.0,I,387.0,I,213.0,прм,285.0,I,128.0,"""I"
2009,1,28,615.0,],2009-01-28,5.0,73.0,"""I",107.0,^I,208.0,I,148.0,I,222.0,I,293.0,I,228.0,_I,97.0,_I,75.0,^I,402.0,_I,236.0,прм,283.0,I,138.0,I
2009,2,28,580.0,_],2009-02-28,9.0,73.0,"""I",107.0,"""I",201.0,I,138.0,_I,210.0,_I,287.0,_I,227.0,_I,99.0,I,78.0,^I,393.0,_I,1.0,236,249.0,_I,146.0,^I
2009,3,28,564.0,],2009-03-28,13.0,78.0,^I,112.0,I,206.0,^I,134.0,_I,200.0,I,286.0,_I,227.0,_I,107.0,I,81.0,^I,387.0,_I,1.0,236,264.0,^I,157.0,I
2009,4,28,592.0,],2009-04-28,18.0,451.0,РП,582.0,<Л,658.0,РП,542.0,П,272.0,Z,345.0,(,240.0,(,465.0,РП,342.0,Л,415.0,^I,1.0,302,279.0,^I,613.0,<Л
2009,5,28,1793.0,N,2009-05-28,22.0,110.0,unknown,244.0,unknown,488.0,_,665.0,unknown,693.0,unknown,1148.0,unknown,1570.0,ХN,239.0,unknown,245.0,unknown,532.0,П,390.0,unknown,327.0,Z,378.0,_
2009,6,28,1088.0,unknown,2009-06-28,26.0,81.0,unknown,143.0,unknown,298.0,unknown,232.0,unknown,369.0,unknown,634.0,unknown,490.0,unknown,152.0,unknown,131.0,unknown,568.0,unknown,323.0,unknown,288.0,unknown,259.0,unknown
2009,7,28,667.0,unknown,2009-07-28,31.0,68.0,_Т,88.0,_,243.0,unknown,156.0,unknown,343.0,unknown,411.0,unknown,278.0,unknown,291.0,^,131.0,unknown,322.0,unknown,262.0,unknown,231.0,unknown,149.0,unknown
2009,8,28,581.0,unknown,2009-08-28,35.0,74.0,А,156.0,unknown,244.0,unknown,121.0,unknown,301.0,unknown,343.0,unknown,225.0,unknown,103.0,unknown,82.0,unknown,308.0,unknown,240.0,unknown,221.0,unknown,174.0,unknown
2009,9,28,659.0,unknown,2009-09-28,40.0,62.0,_А,161.0,^,193.0,_,130.0,unknown,276.0,unknown,385.0,unknown,258.0,unknown,93.0,unknown,64.0,unknown,399.0,unknown,233.0,_,254.0,unknown,118.0,unknown
2009,10,28,710.0,^],2009-10-28,44.0,62.0,I,101.0,Z,200.0,Z,138.0,I,306.0,Z,318.0,]Z,246.0,I,83.0,I,69.0,Z,337.0,)*,217.0,Z,259.0,Ш,119.0,Z
2009,11,28,778.0,],2009-11-28,48.0,62.0,"""I",104.0,^I,184.0,I,128.0,I,267.0,I,271.0,I,244.0,I,86.0,^I,66.0,I,430.0,I,213.0,_I,335.0,^Z,128.0,^I
2009,12,28,617.0,],2009-12-28,53.0,60.0,_HI,108.0,^I,188.0,I,123.0,_I,217.0,I,269.0,I,242.0,_I,86.0,"""I",73.0,^I,385.0,_I,213.0,прм,283.0,I,128.0,"""I"
2009,1,29,614.0,],2009-01-29,5.0,73.0,"""I",107.0,^I,209.0,^I,148.0,I,222.0,I,292.0,_I,228.0,_I,97.0,_I,75.0,^I,402.0,_I,236.0,прм,281.0,I,138.0,I
2009,3,29,564.0,_],2009-03-29,13.0,78.0,^I,113.0,^I,207.0,^I,134.0,_I,199.0,I,286.0,_I,227.0,_I,108.0,I,81.0,^I,387.0,_I,236.0,прм,264.0,^I,157.0,I
2009,4,29,594.0,I,2009-04-29,18.0,490.0,РП,692.0,^<Л,798.0,ЛХ,679.0,П,432.0,ZП,450.0,(,245.0,(,505.0,Л,351.0,ЛХ,415.0,^I,1.0,329,277.0,^I,796.0,^<Л
2009,5,29,1870.0,ХN,2009-05-29,22.0,94.0,unknown,246.0,unknown,525.0,unknown,638.0,unknown,661.0,unknown,1172.0,unknown,1578.0,unknown,266.0,unknown,251.0,unknown,541.0,П,390.0,unknown,416.0,^Л,436.0,unknown
2009,6,29,1030.0,unknown,2009-06-29,27.0,79.0,unknown,144.0,unknown,290.0,unknown,237.0,unknown,357.0,_,624.0,unknown,476.0,unknown,149.0,unknown,133.0,unknown,560.0,unknown,320.0,_,286.0,unknown,251.0,unknown
2009,7,29,661.0,unknown,2009-07-29,31.0,68.0,_Т,88.0,_,253.0,unknown,163.0,unknown,343.0,unknown,408.0,unknown,293.0,unknown,272.0,unknown,155.0,unknown,318.0,unknown,261.0,unknown,231.0,unknown,162.0,unknown
2009,8,29,576.0,unknown,2009-08-29,35.0,74.0,А,155.0,unknown,245.0,unknown,120.0,unknown,296.0,unknown,339.0,unknown,225.0,unknown,97.0,unknown,80.0,unknown,308.0,unknown,239.0,unknown,220.0,_,164.0,unknown
2009,9,29,661.0,unknown,2009-09-29,40.0,62.0,_А,161.0,^,193.0,_,131.0,unknown,277.0,unknown,390.0,unknown,257.0,unknown,98.0,unknown,64.0,unknown,408.0,unknown,233.0,_,258.0,unknown,118.0,_
2009,10,29,735.0,],2009-10-29,44.0,62.0,I,105.0,Z,199.0,Z,142.0,I,315.0,^Z,332.0,I,246.0,I,81.0,I,68.0,Z,373.0,Z,217.0,Z,259.0,Ш,119.0,Z
2009,11,29,768.0,],2009-11-29,48.0,62.0,"""I",104.0,^I,184.0,_I,127.0,_I,266.0,I,270.0,I,243.0,_I,86.0,^I,67.0,I,425.0,I,213.0,_I,335.0,^I,128.0,^I
2009,12,29,614.0,],2009-12-29,53.0,60.0,_HI,108.0,^I,189.0,^I,123.0,_I,216.0,I,268.0,I,242.0,_I,86.0,"""I",73.0,^I,385.0,_I,213.0,прм,280.0,I,128.0,"""I"
2009,1,30,612.0,],2009-01-30,5.0,73.0,"""I",107.0,^I,209.0,^I,147.0,_I,221.0,I,292.0,_I,228.0,_I,97.0,_I,75.0,^I,402.0,_I,236.0,прм,279.0,I,138.0,I
2009,3,30,563.0,_],2009-03-30,14.0,78.0,^I,113.0,^I,207.0,^I,134.0,_I,198.0,_I,286.0,_I,228.0,^I,109.0,I,81.0,^I,387.0,_I,236.0,прм,264.0,^I,158.0,^I
2009,4,30,601.0,^I,2009-04-30,18.0,510.0,^Л,573.0,ЛХ,847.0,^ЛХ,787.0,^П,517.0,^Z,536.0,^(,321.0,^(,531.0,^Л,372.0,^ЛХ,412.0,I,1.0,337,277.0,^Z,719.0,Х[
2009,5,30,1943.0,ХN,2009-05-30,22.0,80.0,_,242.0,unknown,561.0,unknown,621.0,_,660.0,unknown,1261.0,unknown,1584.0,unknown,275.0,unknown,237.0,unknown,541.0,ПХ,390.0,unknown,437.0,ХN,451.0,unknown
2009,6,30,1009.0,_,2009-06-30,27.0,74.0,unknown,144.0,unknown,285.0,unknown,244.0,unknown,367.0,unknown,619.0,_,471.0,_,144.0,unknown,133.0,unknown,551.0,_,320.0,_,285.0,_,244.0,unknown
2009,7,30,652.0,unknown,2009-07-30,31.0,68.0,_Т,88.0,_,267.0,unknown,165.0,unknown,341.0,unknown,394.0,unknown,299.0,unknown,202.0,unknown,186.0,unknown,316.0,unknown,261.0,unknown,230.0,_,197.0,unknown
2009,8,30,573.0,unknown,2009-08-30,35.0,74.0,А,156.0,unknown,240.0,unknown,119.0,_,294.0,unknown,336.0,unknown,224.0,unknown,95.0,unknown,78.0,unknown,308.0,unknown,238.0,_,220.0,_,158.0,unknown
2009,9,30,663.0,unknown,2009-09-30,40.0,62.0,_А,161.0,^,193.0,unknown,131.0,unknown,277.0,unknown,403.0,unknown,256.0,unknown,105.0,^,64.0,unknown,408.0,unknown,233.0,_,258.0,unknown,117.0,_
2009,10,30,732.0,],2009-10-30,44.0,62.0,I,108.0,Z,197.0,Z,145.0,I,290.0,Z,322.0,I,246.0,I,81.0,I,68.0,Z,416.0,Z,217.0,Z,259.0,Ш,120.0,Z
2009,11,30,761.0,],2009-11-30,49.0,62.0,"""I",104.0,^I,183.0,_I,127.0,_I,265.0,_I,269.0,_I,243.0,_I,86.0,^I,67.0,I,422.0,_I,213.0,_I,332.0,I,128.0,^I
2009,12,30,612.0,_],2009-12-30,53.0,60.0,_HI,108.0,^I,189.0,^I,123.0,_I,215.0,_I,268.0,I,242.0,_I,86.0,"""I",73.0,^I,385.0,_I,213.0,прм,277.0,I,128.0,"""I"
