,year,month,day,heigh,rainy,date,week,heigh_9403,rainy_9403,heigh_9404,rainy_9404,heigh_9405,rainy_9405,heigh_9406,rainy_9406,heigh_9408,rainy_9408,heigh_9410,rainy_9410,heigh_9413,rainy_9413,heigh_9416,rainy_9416,heigh_9417,rainy_9417,heigh_9419,rainy_9419,heigh_9420,rainy_9420,heigh_9422,rainy_9422,heigh_9518,rainy_9518
908,2010,10,15,643.0,56,2010-10-15,41.0,63.0,17,84.0,67,184.0,17,128.0,22,333.0,10,394.0,11,309.0,46,70.0,17,39.0,45,283.0,9,208.0,5,247.0,2,96.0,43
909,2010,11,15,974.0,13,2010-11-15,46.0,68.0,17,95.0,18,189.0,11,117.0,17,290.0,5,386.0,11,418.0,10,79.0,15,39.0,0,373.0,23,174.0,44,273.0,2,108.0,10
910,2010,12,15,832.0,11,2010-12-15,50.0,61.0,13,106.0,12,188.0,9,116.0,17,270.0,5,313.0,11,392.0,10,95.0,25,39.0,0,381.0,17,172.0,20,317.0,38,98.0,27
911,2010,1,16,575.0,11,2010-01-16,2.0,60.0,45,108.0,0,190.0,9,122.0,9,209.0,5,264.0,11,241.0,10,87.0,15,76.0,13,380.0,17,210.0,43,275.0,3,128.0,0
912,2010,2,16,549.0,11,2010-02-16,7.0,64.0,0,110.0,12,192.0,9,117.0,9,203.0,5,256.0,11,239.0,28,103.0,26,81.0,13,372.0,17,206.0,43,282.0,23,128.0,0
913,2010,3,16,534.0,11,2010-03-16,11.0,63.0,13,114.0,12,200.0,9,114.0,27,203.0,5,249.0,27,239.0,0,97.0,26,85.0,13,355.0,17,206.0,1,255.0,23,133.0,10
914,2010,4,16,557.0,11,2010-04-16,15.0,76.0,53,118.0,12,203.0,9,114.0,27,209.0,5,249.0,11,239.0,28,97.0,16,88.0,40,333.0,57,206.0,43,261.0,23,150.0,10
915,2010,5,16,782.0,6,2010-05-16,19.0,357.0,52,513.0,16,675.0,31,771.0,31,554.0,0,1120.0,23,1195.0,37,491.0,42,340.0,46,647.0,39,710.0,58,300.0,7,632.0,31
916,2010,6,16,1632.0,43,2010-06-16,24.0,64.0,49,83.0,41,211.0,31,238.0,31,463.0,33,981.0,33,1348.0,34,108.0,42,83.0,46,695.0,56,485.0,49,390.0,28,136.0,31
917,2010,7,16,788.0,43,2010-07-16,28.0,69.0,63,83.0,41,190.0,31,194.0,31,426.0,33,477.0,33,320.0,34,95.0,42,50.0,46,400.0,56,160.0,49,261.0,28,133.0,31
918,2010,8,16,845.0,43,2010-08-16,33.0,71.0,63,89.0,20,170.0,31,110.0,31,385.0,33,515.0,33,398.0,34,84.0,42,48.0,46,305.0,56,203.0,49,287.0,28,97.0,31
919,2010,9,16,1142.0,43,2010-09-16,37.0,61.0,54,80.0,54,164.0,31,105.0,31,407.0,11,674.0,33,607.0,34,74.0,33,37.0,46,452.0,56,209.0,49,308.0,28,92.0,31
920,2010,10,16,629.0,56,2010-10-16,41.0,74.0,28,84.0,67,178.0,11,124.0,9,330.0,8,385.0,11,302.0,45,74.0,17,39.0,56,282.0,47,208.0,5,247.0,2,99.0,12
921,2010,11,16,971.0,13,2010-11-16,46.0,59.0,46,96.0,18,189.0,11,117.0,17,289.0,5,385.0,11,420.0,18,79.0,15,39.0,0,368.0,23,174.0,44,273.0,38,107.0,10
922,2010,12,16,828.0,11,2010-12-16,50.0,61.0,13,106.0,12,189.0,9,116.0,17,270.0,5,311.0,11,392.0,10,95.0,25,39.0,0,380.0,17,172.0,20,317.0,38,98.0,27
923,2010,1,17,575.0,11,2010-01-17,2.0,60.0,45,108.0,0,189.0,9,122.0,9,209.0,5,263.0,11,241.0,10,87.0,15,76.0,13,380.0,17,210.0,43,275.0,3,128.0,0
924,2010,2,17,548.0,11,2010-02-17,7.0,64.0,0,110.0,12,192.0,9,117.0,9,203.0,5,255.0,11,239.0,28,103.0,26,82.0,13,372.0,17,206.0,43,287.0,3,128.0,0
925,2010,3,17,533.0,11,2010-03-17,11.0,63.0,13,114.0,12,200.0,9,114.0,27,203.0,5,249.0,27,239.0,0,97.0,26,85.0,13,355.0,17,206.0,1,255.0,23,135.0,10
926,2010,4,17,559.0,11,2010-04-17,15.0,76.0,53,118.0,12,204.0,9,114.0,27,210.0,5,249.0,11,239.0,28,99.0,16,88.0,40,337.0,57,206.0,43,261.0,23,150.0,10
927,2010,5,17,932.0,1,2010-05-17,20.0,338.0,52,484.0,54,652.0,31,766.0,31,600.0,0,748.0,9,1345.0,37,465.0,42,322.0,46,621.0,23,702.0,58,301.0,7,613.0,31
928,2010,6,17,1651.0,43,2010-06-17,24.0,64.0,49,83.0,41,209.0,31,233.0,31,454.0,33,921.0,33,1390.0,34,119.0,42,84.0,46,696.0,56,472.0,49,383.0,28,136.0,23
929,2010,7,17,781.0,43,2010-07-17,28.0,69.0,63,84.0,54,189.0,31,181.0,31,445.0,11,487.0,33,368.0,34,136.0,42,47.0,46,396.0,56,153.0,49,261.0,28,148.0,31
930,2010,8,17,854.0,43,2010-08-17,33.0,71.0,63,89.0,20,169.0,31,110.0,31,391.0,33,541.0,33,391.0,34,84.0,42,51.0,46,333.0,56,204.0,25,316.0,28,97.0,31
931,2010,9,17,1125.0,43,2010-09-17,37.0,60.0,48,80.0,54,164.0,31,105.0,31,405.0,33,647.0,33,585.0,34,74.0,33,37.0,46,442.0,56,209.0,49,299.0,28,92.0,31
932,2010,10,17,622.0,56,2010-10-17,41.0,74.0,17,84.0,67,175.0,11,118.0,9,334.0,8,358.0,11,296.0,33,74.0,17,39.0,56,296.0,9,207.0,5,247.0,28,103.0,12
933,2010,11,17,967.0,13,2010-11-17,46.0,54.0,17,96.0,18,189.0,11,117.0,17,289.0,5,383.0,11,420.0,18,79.0,15,39.0,0,375.0,23,174.0,44,275.0,38,107.0,10
934,2010,12,17,823.0,11,2010-12-17,50.0,63.0,13,107.0,29,189.0,9,115.0,9,270.0,5,311.0,11,391.0,10,95.0,25,39.0,0,380.0,17,172.0,20,319.0,38,98.0,27
935,2010,1,18,575.0,11,2010-01-18,3.0,60.0,45,108.0,0,189.0,9,121.0,9,209.0,5,263.0,11,241.0,10,87.0,15,77.0,13,380.0,17,210.0,43,275.0,3,128.0,0
936,2010,2,18,547.0,11,2010-02-18,7.0,64.0,0,110.0,12,192.0,9,116.0,9,202.0,5,255.0,11,239.0,28,103.0,26,82.0,13,371.0,17,206.0,43,287.0,3,128.0,0
937,2010,3,18,531.0,11,2010-03-18,11.0,63.0,13,114.0,12,200.0,9,114.0,27,203.0,5,249.0,27,239.0,0,97.0,26,86.0,13,355.0,17,206.0,1,255.0,23,135.0,10
938,2010,4,18,560.0,11,2010-04-18,15.0,76.0,53,118.0,12,204.0,9,114.0,27,211.0,5,249.0,11,239.0,28,101.0,16,88.0,40,347.0,57,206.0,43,261.0,23,150.0,10
939,2010,5,18,1388.0,46,2010-05-18,20.0,287.0,52,393.0,54,627.0,31,748.0,31,624.0,36,712.0,10,1329.0,38,438.0,42,301.0,46,596.0,23,659.0,22,300.0,7,596.0,31
940,2010,6,18,1660.0,43,2010-06-18,24.0,63.0,49,83.0,41,207.0,22,225.0,31,448.0,33,895.0,33,1353.0,34,142.0,42,88.0,46,651.0,56,438.0,49,349.0,28,135.0,23
941,2010,7,18,772.0,43,2010-07-18,28.0,69.0,63,84.0,54,197.0,31,166.0,31,433.0,33,513.0,33,355.0,34,175.0,42,46.0,36,378.0,56,150.0,49,261.0,28,136.0,31
942,2010,8,18,842.0,43,2010-08-18,33.0,71.0,63,88.0,54,169.0,31,108.0,31,395.0,33,553.0,33,413.0,34,86.0,42,53.0,46,357.0,56,204.0,25,316.0,28,96.0,31
943,2010,9,18,1073.0,43,2010-09-18,37.0,60.0,48,80.0,54,165.0,31,105.0,31,402.0,33,609.0,33,571.0,34,74.0,33,37.0,46,427.0,56,208.0,49,294.0,28,92.0,31
944,2010,10,18,611.0,56,2010-10-18,42.0,70.0,17,85.0,67,170.0,11,116.0,9,342.0,14,351.0,11,299.0,46,74.0,17,39.0,17,317.0,9,206.0,5,247.0,28,104.0,12
945,2010,11,18,963.0,13,2010-11-18,46.0,64.0,17,97.0,15,189.0,11,117.0,17,288.0,5,379.0,11,419.0,10,78.0,15,39.0,0,389.0,23,174.0,44,278.0,38,107.0,10
946,2010,12,18,820.0,11,2010-12-18,50.0,63.0,13,107.0,29,189.0,9,115.0,9,269.0,5,310.0,11,391.0,10,95.0,25,39.0,0,380.0,17,172.0,20,327.0,21,98.0,27
947,2010,1,19,575.0,11,2010-01-19,3.0,60.0,45,108.0,0,188.0,9,121.0,9,209.0,5,263.0,11,241.0,10,87.0,15,77.0,13,380.0,17,210.0,43,275.0,3,128.0,0
948,2010,2,19,546.0,11,2010-02-19,7.0,64.0,0,111.0,12,193.0,16,116.0,9,202.0,5,254.0,11,239.0,28,103.0,26,82.0,13,371.0,17,206.0,43,287.0,3,128.0,0
949,2010,3,19,531.0,11,2010-03-19,11.0,63.0,13,114.0,12,201.0,16,114.0,27,203.0,5,249.0,27,239.0,0,97.0,26,86.0,13,352.0,17,206.0,1,255.0,23,135.0,10
950,2010,4,19,560.0,11,2010-04-19,16.0,78.0,53,118.0,12,204.0,9,115.0,9,213.0,5,249.0,11,239.0,28,102.0,16,88.0,40,336.0,57,206.0,43,261.0,23,150.0,10
951,2010,5,19,2219.0,46,2010-05-19,20.0,189.0,52,356.0,54,610.0,31,727.0,31,626.0,36,688.0,39,1100.0,38,386.0,42,281.0,46,570.0,23,623.0,22,299.0,7,578.0,31
952,2010,6,19,1624.0,43,2010-06-19,24.0,64.0,49,83.0,41,207.0,22,219.0,31,449.0,33,854.0,33,1333.0,34,154.0,18,91.0,46,606.0,56,414.0,49,348.0,28,135.0,23
953,2010,7,19,768.0,43,2010-07-19,29.0,71.0,63,86.0,54,199.0,31,135.0,31,426.0,33,503.0,33,340.0,34,193.0,18,48.0,46,370.0,56,146.0,39,262.0,28,123.0,31
954,2010,8,19,833.0,43,2010-08-19,33.0,70.0,63,87.0,54,169.0,31,106.0,31,401.0,33,546.0,33,435.0,34,89.0,42,55.0,46,344.0,56,204.0,25,308.0,28,97.0,31
955,2010,9,19,1041.0,43,2010-09-19,37.0,60.0,48,81.0,54,166.0,31,104.0,31,400.0,33,584.0,33,564.0,34,75.0,42,37.0,46,416.0,56,207.0,49,292.0,28,95.0,31
956,2010,10,19,591.0,56,2010-10-19,42.0,68.0,17,85.0,2,171.0,11,116.0,9,338.0,8,365.0,11,309.0,15,73.0,17,39.0,17,327.0,9,206.0,5,247.0,28,109.0,12
957,2010,11,19,958.0,13,2010-11-19,46.0,67.0,17,99.0,12,190.0,11,116.0,9,287.0,5,374.0,11,418.0,10,77.0,15,39.0,0,400.0,23,174.0,44,281.0,38,107.0,10
958,2010,12,19,816.0,11,2010-12-19,50.0,63.0,13,107.0,29,189.0,9,115.0,9,269.0,5,308.0,11,390.0,10,95.0,25,39.0,0,381.0,17,172.0,20,328.0,14,98.0,27
959,2010,1,20,575.0,11,2010-01-20,3.0,60.0,45,108.0,0,188.0,9,121.0,9,209.0,5,262.0,11,241.0,10,88.0,15,77.0,13,380.0,17,210.0,43,275.0,3,128.0,0
960,2010,2,20,546.0,11,2010-02-20,7.0,64.0,0,111.0,12,193.0,16,116.0,9,202.0,5,254.0,11,239.0,28,103.0,26,82.0,13,371.0,17,206.0,43,287.0,3,128.0,0
961,2010,3,20,530.0,11,2010-03-20,11.0,63.0,13,114.0,12,201.0,16,114.0,27,204.0,5,249.0,27,239.0,0,97.0,26,86.0,13,349.0,17,206.0,1,255.0,23,135.0,10
962,2010,4,20,562.0,6,2010-04-20,16.0,78.0,53,118.0,12,204.0,9,115.0,9,214.0,5,250.0,11,239.0,28,103.0,16,88.0,40,332.0,57,206.0,43,261.0,23,150.0,10
963,2010,5,20,2580.0,46,2010-05-20,20.0,181.0,52,308.0,54,592.0,31,695.0,31,638.0,42,888.0,37,978.0,9,331.0,42,258.0,46,553.0,23,584.0,22,302.0,7,546.0,31
964,2010,6,20,1558.0,43,2010-06-20,24.0,65.0,63,83.0,41,208.0,31,213.0,31,444.0,33,788.0,33,1315.0,34,151.0,42,100.0,46,583.0,56,408.0,49,375.0,28,135.0,23
965,2010,7,20,767.0,43,2010-07-20,29.0,72.0,63,86.0,54,194.0,31,127.0,31,415.0,33,496.0,33,338.0,34,178.0,42,62.0,46,382.0,56,146.0,39,271.0,28,114.0,31
966,2010,8,20,831.0,43,2010-08-20,33.0,69.0,63,86.0,54,169.0,31,105.0,31,402.0,33,540.0,33,444.0,34,90.0,42,55.0,46,337.0,56,204.0,25,296.0,28,97.0,31
967,2010,9,20,1011.0,43,2010-09-20,38.0,60.0,48,81.0,54,169.0,31,103.0,31,393.0,33,531.0,33,553.0,34,77.0,42,38.0,46,406.0,56,207.0,49,288.0,28,95.0,31
968,2010,10,20,573.0,56,2010-10-20,42.0,69.0,17,85.0,2,172.0,11,116.0,9,338.0,8,401.0,11,305.0,12,73.0,17,39.0,17,336.0,9,208.0,5,245.0,38,110.0,12
969,2010,11,20,949.0,13,2010-11-20,46.0,65.0,17,100.0,12,190.0,11,116.0,9,286.0,5,369.0,11,417.0,10,77.0,15,39.0,0,407.0,37,174.0,44,284.0,38,106.0,10
970,2010,12,20,812.0,11,2010-12-20,51.0,63.0,13,107.0,29,189.0,9,115.0,9,269.0,5,306.0,11,390.0,10,95.0,25,39.0,0,381.0,17,172.0,20,328.0,14,98.0,27
971,2010,1,21,575.0,11,2010-01-21,3.0,60.0,45,108.0,0,188.0,9,121.0,9,208.0,5,262.0,11,241.0,10,88.0,15,77.0,13,379.0,17,210.0,43,275.0,3,128.0,0
972,2010,2,21,544.0,11,2010-02-21,7.0,64.0,0,111.0,12,193.0,16,116.0,9,202.0,5,254.0,11,239.0,28,102.0,16,82.0,13,371.0,17,206.0,43,287.0,3,128.0,0
973,2010,3,21,529.0,11,2010-03-21,11.0,63.0,13,114.0,12,201.0,16,114.0,27,205.0,5,249.0,27,239.0,0,95.0,16,86.0,13,349.0,17,206.0,1,255.0,23,138.0,10
974,2010,4,21,561.0,6,2010-04-21,16.0,80.0,1,119.0,12,205.0,9,115.0,9,215.0,5,250.0,11,240.0,28,107.0,43,88.0,40,319.0,57,206.0,43,267.0,3,150.0,10
975,2010,5,21,2860.0,25,2010-05-21,20.0,160.0,52,305.0,54,558.0,31,671.0,31,651.0,42,921.0,40,1055.0,38,299.0,42,237.0,46,541.0,23,570.0,22,308.0,7,490.0,31
976,2010,6,21,1500.0,43,2010-06-21,25.0,67.0,63,83.0,41,210.0,31,207.0,31,437.0,33,760.0,33,1268.0,34,138.0,42,108.0,46,589.0,56,396.0,49,383.0,28,135.0,23
977,2010,7,21,758.0,43,2010-07-21,29.0,72.0,63,86.0,54,188.0,31,126.0,31,403.0,33,488.0,33,359.0,34,166.0,42,89.0,46,440.0,56,146.0,39,263.0,28,111.0,23
978,2010,8,21,844.0,43,2010-08-21,33.0,68.0,63,86.0,54,169.0,31,104.0,31,404.0,33,524.0,33,436.0,34,87.0,42,56.0,46,325.0,56,203.0,25,289.0,28,97.0,31
979,2010,9,21,948.0,43,2010-09-21,38.0,61.0,54,83.0,54,170.0,31,104.0,31,357.0,33,511.0,33,547.0,34,79.0,42,38.0,46,391.0,56,207.0,49,285.0,28,98.0,31
980,2010,10,21,570.0,56,2010-10-21,42.0,66.0,17,86.0,67,170.0,11,116.0,9,337.0,8,399.0,11,304.0,12,73.0,17,39.0,17,331.0,9,208.0,5,242.0,38,110.0,12
981,2010,11,21,944.0,11,2010-11-21,46.0,65.0,17,100.0,12,190.0,11,116.0,9,285.0,5,366.0,11,417.0,10,77.0,15,39.0,0,407.0,23,174.0,44,284.0,38,106.0,10
982,2010,12,21,810.0,11,2010-12-21,51.0,63.0,13,107.0,29,189.0,9,115.0,9,268.0,5,305.0,11,390.0,10,94.0,15,39.0,0,381.0,17,172.0,20,328.0,14,98.0,27
983,2010,1,22,575.0,11,2010-01-22,3.0,63.0,26,108.0,0,188.0,9,121.0,9,208.0,5,262.0,11,240.0,28,89.0,13,77.0,13,379.0,17,210.0,43,275.0,3,128.0,0
984,2010,2,22,542.0,11,2010-02-22,8.0,64.0,0,111.0,12,193.0,16,116.0,9,202.0,5,254.0,11,239.0,28,101.0,16,83.0,24,370.0,17,206.0,43,287.0,3,128.0,0
985,2010,3,22,529.0,37,2010-03-22,12.0,63.0,13,114.0,12,201.0,16,114.0,27,205.0,5,249.0,27,239.0,0,95.0,16,86.0,13,348.0,17,206.0,1,255.0,23,138.0,10
986,2010,4,22,561.0,6,2010-04-22,16.0,83.0,1,119.0,12,205.0,9,115.0,9,216.0,34,250.0,11,240.0,10,113.0,43,89.0,40,313.0,57,206.0,43,285.0,3,152.0,10
987,2010,5,22,2889.0,25,2010-05-22,20.0,143.0,52,231.0,54,519.0,31,649.0,31,641.0,42,822.0,45,1158.0,38,244.0,42,209.0,46,530.0,23,575.0,22,324.0,7,403.0,31
988,2010,6,22,1397.0,43,2010-06-22,25.0,67.0,63,83.0,41,214.0,31,203.0,31,434.0,33,721.0,33,1175.0,34,126.0,42,110.0,18,575.0,56,403.0,49,355.0,28,136.0,23
989,2010,7,22,753.0,43,2010-07-22,29.0,72.0,63,87.0,54,184.0,22,123.0,31,390.0,33,526.0,33,373.0,34,169.0,42,113.0,46,414.0,56,146.0,39,259.0,22,112.0,31
990,2010,8,22,852.0,43,2010-08-22,33.0,68.0,63,86.0,54,169.0,31,103.0,31,405.0,33,483.0,33,415.0,34,86.0,42,57.0,46,335.0,56,202.0,49,290.0,28,96.0,31
991,2010,9,22,904.0,43,2010-09-22,38.0,61.0,54,83.0,54,171.0,31,105.0,31,337.0,33,495.0,33,535.0,34,81.0,42,39.0,46,380.0,56,206.0,49,283.0,28,100.0,31
992,2010,10,22,570.0,56,2010-10-22,42.0,67.0,17,86.0,67,171.0,11,116.0,9,336.0,8,398.0,11,302.0,12,73.0,17,39.0,17,327.0,9,208.0,5,238.0,27,110.0,12
993,2010,11,22,939.0,11,2010-11-22,47.0,63.0,17,100.0,12,190.0,11,116.0,9,284.0,5,363.0,11,415.0,10,77.0,15,39.0,0,403.0,17,174.0,44,284.0,38,106.0,10
994,2010,12,22,808.0,11,2010-12-22,51.0,63.0,13,107.0,29,188.0,9,115.0,9,268.0,5,302.0,11,389.0,10,94.0,15,39.0,0,380.0,17,172.0,20,328.0,14,98.0,27
995,2010,1,23,573.0,11,2010-01-23,3.0,64.0,26,108.0,0,188.0,9,121.0,9,208.0,5,262.0,11,240.0,28,91.0,13,78.0,13,379.0,17,210.0,43,277.0,3,128.0,0
996,2010,2,23,540.0,11,2010-02-23,8.0,64.0,0,112.0,12,193.0,16,116.0,9,202.0,5,254.0,11,239.0,28,100.0,16,83.0,24,370.0,17,206.0,43,287.0,3,128.0,0
997,2010,3,23,530.0,11,2010-03-23,12.0,63.0,13,114.0,12,201.0,16,114.0,27,205.0,5,249.0,27,239.0,0,93.0,16,86.0,13,344.0,17,206.0,1,255.0,23,138.0,10
998,2010,4,23,562.0,6,2010-04-23,16.0,87.0,1,119.0,12,206.0,32,116.0,32,219.0,34,250.0,11,242.0,10,122.0,43,89.0,13,307.0,57,206.0,43,290.0,3,155.0,10
999,2010,5,23,2755.0,46,2010-05-23,20.0,133.0,52,191.0,54,474.0,31,616.0,31,637.0,33,785.0,45,1145.0,44,244.0,42,185.0,46,531.0,23,565.0,22,342.0,7,374.0,31
1000,2010,6,23,1339.0,43,2010-06-23,25.0,66.0,63,83.0,41,220.0,31,201.0,31,429.0,33,722.0,33,1090.0,34,117.0,42,103.0,46,549.0,56,403.0,49,335.0,28,144.0,31
1001,2010,7,23,750.0,43,2010-07-23,29.0,74.0,63,87.0,54,187.0,31,118.0,31,378.0,33,525.0,33,386.0,34,181.0,42,112.0,46,415.0,56,147.0,39,259.0,22,142.0,31
1002,2010,8,23,859.0,43,2010-08-23,34.0,68.0,63,85.0,54,169.0,31,103.0,31,406.0,11,472.0,33,383.0,34,84.0,42,57.0,46,413.0,56,200.0,49,298.0,28,94.0,31
1003,2010,9,23,890.0,43,2010-09-23,38.0,62.0,54,84.0,54,173.0,31,107.0,31,327.0,33,474.0,33,520.0,34,83.0,42,40.0,46,378.0,56,207.0,49,280.0,28,102.0,31
1004,2010,10,23,563.0,56,2010-10-23,42.0,67.0,17,86.0,67,171.0,11,116.0,9,335.0,8,399.0,11,302.0,12,73.0,17,39.0,17,325.0,9,208.0,5,241.0,38,110.0,12
1005,2010,11,23,932.0,11,2010-11-23,47.0,60.0,14,101.0,12,191.0,11,116.0,9,282.0,5,362.0,11,414.0,10,78.0,15,39.0,0,403.0,17,174.0,44,277.0,38,106.0,10
1006,2010,12,23,805.0,11,2010-12-23,51.0,63.0,13,107.0,29,188.0,9,115.0,9,267.0,5,301.0,11,389.0,10,93.0,15,39.0,0,380.0,17,172.0,20,328.0,14,98.0,27
1007,2010,1,24,571.0,11,2010-01-24,3.0,64.0,26,108.0,0,188.0,9,120.0,9,207.0,5,262.0,11,240.0,28,94.0,13,78.0,13,379.0,17,210.0,43,282.0,3,128.0,0
1008,2010,2,24,540.0,11,2010-02-24,8.0,64.0,0,112.0,12,193.0,16,116.0,9,202.0,5,253.0,11,239.0,28,97.0,38,83.0,24,370.0,17,206.0,43,287.0,3,128.0,0
1009,2010,3,24,530.0,11,2010-03-24,12.0,63.0,13,114.0,12,201.0,16,114.0,27,205.0,5,249.0,27,239.0,0,92.0,16,87.0,13,344.0,17,206.0,1,255.0,23,139.0,10
1010,2010,4,24,564.0,6,2010-04-24,16.0,89.0,1,119.0,12,206.0,32,117.0,32,220.0,34,252.0,11,243.0,10,121.0,43,89.0,13,305.0,48,206.0,43,290.0,3,155.0,10
1011,2010,5,24,2662.0,55,2010-05-24,21.0,122.0,52,176.0,54,434.0,31,596.0,31,628.0,33,768.0,13,1095.0,44,223.0,42,170.0,46,545.0,23,553.0,22,361.0,32,337.0,31
1012,2010,6,24,1272.0,43,2010-06-24,25.0,66.0,63,83.0,41,224.0,31,199.0,31,424.0,33,714.0,33,1083.0,34,111.0,42,98.0,46,540.0,56,411.0,49,321.0,28,151.0,31
1013,2010,7,24,748.0,32,2010-07-24,29.0,79.0,63,87.0,54,209.0,31,114.0,31,370.0,33,550.0,33,397.0,34,169.0,42,111.0,46,443.0,56,147.0,49,271.0,28,164.0,13
1014,2010,8,24,852.0,43,2010-08-24,34.0,67.0,63,85.0,54,169.0,31,102.0,31,405.0,33,479.0,33,368.0,34,79.0,42,56.0,46,444.0,56,199.0,49,320.0,28,94.0,31
1015,2010,9,24,862.0,43,2010-09-24,38.0,63.0,54,84.0,54,174.0,31,109.0,31,319.0,33,453.0,33,495.0,34,86.0,42,42.0,46,371.0,56,209.0,49,277.0,28,102.0,31
1016,2010,10,24,549.0,41,2010-10-24,42.0,68.0,17,86.0,67,170.0,11,115.0,9,330.0,8,400.0,11,301.0,10,72.0,17,39.0,17,314.0,9,208.0,5,241.0,38,110.0,12
1017,2010,11,24,917.0,11,2010-11-24,47.0,58.0,13,101.0,12,191.0,11,116.0,9,280.0,5,361.0,11,413.0,10,80.0,15,39.0,0,400.0,17,174.0,43,278.0,38,106.0,10
1018,2010,12,24,801.0,11,2010-12-24,51.0,64.0,13,107.0,29,188.0,9,114.0,9,267.0,5,300.0,11,389.0,10,93.0,15,39.0,0,380.0,17,171.0,20,328.0,14,98.0,27
1019,2010,1,25,570.0,11,2010-01-25,4.0,64.0,26,108.0,0,188.0,9,120.0,9,207.0,5,262.0,11,240.0,28,95.0,14,78.0,13,378.0,17,210.0,43,282.0,3,128.0,0
1020,2010,2,25,540.0,11,2010-02-25,8.0,64.0,0,112.0,12,192.0,9,116.0,9,202.0,5,253.0,11,239.0,28,97.0,38,83.0,24,370.0,17,206.0,43,287.0,3,128.0,0
1021,2010,3,25,531.0,11,2010-03-25,12.0,65.0,26,114.0,12,201.0,16,114.0,27,206.0,13,249.0,27,239.0,0,91.0,16,87.0,13,341.0,17,206.0,1,258.0,3,141.0,18
1022,2010,4,25,564.0,6,2010-04-25,16.0,91.0,1,123.0,12,207.0,32,118.0,32,220.0,34,252.0,11,245.0,10,119.0,43,89.0,13,305.0,48,206.0,43,290.0,3,157.0,10
1023,2010,5,25,2549.0,50,2010-05-25,21.0,113.0,52,176.0,54,398.0,31,568.0,31,623.0,33,754.0,13,1108.0,11,198.0,42,158.0,46,564.0,23,514.0,22,362.0,37,314.0,31
1024,2010,6,25,1213.0,43,2010-06-25,25.0,65.0,63,83.0,41,228.0,31,198.0,24,418.0,33,702.0,33,1045.0,34,109.0,42,91.0,46,535.0,56,378.0,49,337.0,28,152.0,31
1025,2010,7,25,750.0,32,2010-07-25,29.0,90.0,63,88.0,54,240.0,31,113.0,24,359.0,33,559.0,33,405.0,34,155.0,42,133.0,46,446.0,56,150.0,49,282.0,28,160.0,31
1026,2010,8,25,851.0,43,2010-08-25,34.0,66.0,63,84.0,54,168.0,31,102.0,31,405.0,33,565.0,33,379.0,34,77.0,42,54.0,46,462.0,56,197.0,49,351.0,28,92.0,31
1027,2010,9,25,824.0,43,2010-09-25,38.0,63.0,54,85.0,54,174.0,31,112.0,31,314.0,33,444.0,33,476.0,34,89.0,18,45.0,46,363.0,56,210.0,49,273.0,28,103.0,31
1028,2010,10,25,558.0,56,2010-10-25,43.0,66.0,17,86.0,67,170.0,11,115.0,9,329.0,8,401.0,11,304.0,10,71.0,17,39.0,17,324.0,9,209.0,28,243.0,38,112.0,12
1029,2010,11,25,897.0,11,2010-11-25,47.0,56.0,13,102.0,12,191.0,11,116.0,9,280.0,5,359.0,11,413.0,10,81.0,15,39.0,0,399.0,17,174.0,43,281.0,38,106.0,10
1030,2010,12,25,793.0,11,2010-12-25,51.0,65.0,13,107.0,29,187.0,9,114.0,9,266.0,5,300.0,11,389.0,10,92.0,15,39.0,0,380.0,17,171.0,20,328.0,14,98.0,27
1031,2010,1,26,569.0,11,2010-01-26,4.0,64.0,26,108.0,0,187.0,27,120.0,9,207.0,5,261.0,11,240.0,28,98.0,14,78.0,13,378.0,17,210.0,43,282.0,3,128.0,0
1032,2010,2,26,539.0,11,2010-02-26,8.0,64.0,0,112.0,12,192.0,9,116.0,27,201.0,25,253.0,11,239.0,28,97.0,38,83.0,24,370.0,17,206.0,43,287.0,3,128.0,0
1033,2010,3,26,532.0,11,2010-03-26,12.0,66.0,26,114.0,12,201.0,16,114.0,27,206.0,13,249.0,27,239.0,0,90.0,38,87.0,13,337.0,17,206.0,1,264.0,12,141.0,18
1034,2010,4,26,565.0,6,2010-04-26,17.0,100.0,1,125.0,1,210.0,32,118.0,32,222.0,34,252.0,11,249.0,35,119.0,43,89.0,13,309.0,17,206.0,43,283.0,3,159.0,10
1035,2010,5,26,2570.0,48,2010-05-26,21.0,100.0,52,175.0,54,366.0,31,521.0,31,614.0,33,744.0,13,1115.0,11,185.0,42,150.0,46,541.0,16,502.0,22,369.0,37,292.0,31
1036,2010,6,26,1256.0,43,2010-06-26,25.0,65.0,63,83.0,41,228.0,31,206.0,31,411.0,33,697.0,33,934.0,34,108.0,42,87.0,46,583.0,56,340.0,49,359.0,28,152.0,31
1037,2010,7,26,760.0,43,2010-07-26,30.0,97.0,34,88.0,54,242.0,31,122.0,31,345.0,33,554.0,33,415.0,34,144.0,42,154.0,18,430.0,56,153.0,49,290.0,28,153.0,31
1038,2010,8,26,878.0,43,2010-08-26,34.0,65.0,63,83.0,54,168.0,31,102.0,31,404.0,33,620.0,33,410.0,34,75.0,42,51.0,46,459.0,56,196.0,49,372.0,28,92.0,31
